tax_id,Org_name,GeneID,CurrentID,Status,Symbol,,,,,,,,,,,,,,,,,,,,,,
9606,Homo sapiens,7157,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
10116,Rattus norvegicus,24842,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
7955,Danio rerio,30590,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9615,Canis lupus familiaris,403869,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9823,Sus scrofa,397276,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9913,Bos taurus,281542,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9031,Gallus gallus,396200,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9685,Felis catus,493847,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9986,Oryctolagus cuniculus,100009292,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8090,Oryzias latipes,100049321,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9796,Equus caballus,100062044,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
10029,Cricetulus griseus,100682525,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
9544,Macaca mulatta,716170,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
119488,Siniperca chuatsi,122870059,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9785,Loxodonta africana,100663725,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9598,Pan troglodytes,455214,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
61221,Varanus komodoensis,123016682,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9940,Ovis aries,443421,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
10141,Cavia porcellus,100379269,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
8022,Oncorhynchus mykiss,100136737,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8364,Xenopus tropicalis,431679,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
61853,Nomascus leucogenys,100583326,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9601,Pongo abelii,100435218,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
7955,Danio rerio,30535,30590,secondary,tp53,,,,,,,,,,,,,,,,,,,,,,
52904,Scophthalmus maximus,118320602,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
60711,Chlorocebus sabaeus,103242323,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
246437,Tupaia chinensis,102503238,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9541,Macaca fascicularis,102135998,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
10036,Mesocricetus auratus,101833915,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
7998,Ictalurus punctatus,100304476,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
10089,Mus caroli,110305297,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
9995,Marmota monax,124077664,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
8078,Fundulus heteroclitus,105934647,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
89462,Bubalus bubalis,102402069,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
10093,Mus pahari,110331731,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
8084,Xiphophorus hellerii,116732253,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8167,Perca flavescens,114545465,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
64144,Anabas testudineus,113157642,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9749,Delphinapterus leucas,111185755,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8083,Xiphophorus maculatus,102219062,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9925,Capra hircus,102169621,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8019,Oncorhynchus kisutch,109873031,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
105023,Nothobranchius furzeri,107377392,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8018,Oncorhynchus keta,118390576,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
74940,Oncorhynchus tshawytscha,112229014,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
10181,Heterocephalus glaber,101701769,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
8187,Lates calcarifer,108879980,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9669,Mustela putorius furo,101677794,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9915,Bos indicus,109574238,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
51338,Castor canadensis,109674834,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
8030,Salmo salar,106602901,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
419612,Camelus ferus,102524476,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
72004,Bos mutus,102272370,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8236,Thunnus albacares,122973361,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
1026970,Nannospalax galili,103752115,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
9483,Callithrix jacchus,100415710,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
34816,Morone saxatilis,118338148,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
1415580,Microcaecilia unicolor,115457986,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
194408,Rhinatrema bivittatum,115078199,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
30732,Oryzias melastigma,112156259,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
41447,Seriola dumerili,111233015,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8049,Gadus morhua,115529448,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
175797,Silurus meridionalis,124379345,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
89252,Equus burchellii quagga,124246818,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
75038,Scatophagus argus,124054256,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8017,Oncorhynchus gorbuscha,124005493,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
147949,Micropterus dolomieu,123980156,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9662,Meles meles,123929470,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9716,Mirounga angustirostris,123854560,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9423,Phyllostomus hastatus,123809443,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9643,Ursus americanus,123792132,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9447,Lemur catta,123650900,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
46844,Leopardus geoffroyi,123604339,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
74926,Mauremys mutica,123361538,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
191870,Gracilinanus agilis,123244534,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
30331,Bufo gargarizans,122928180,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
452646,Neogale vison,122906719,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
33528,Gambusia affinis,122819959,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
28829,Solea senegalensis,122767329,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
33562,Dromiciops gliroides,122725540,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9860,Cervus elaphus,122694684,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
36176,Chiloscyllium plagiosum,122543388,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
37029,Prionailurus bengalensis,122484900,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
1574408,Cervus canadensis,122445826,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
1606681,Puntigrus tetrazona,122345417,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9689,Panthera leo,122206426,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
105255,Dipodomys spectabilis,122100440,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
160734,Plectropomus leopardus,121961825,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8520,Sceloporus undulatus,121932555,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8240,Thunnus maccoyii,121888910,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
34773,Alosa sapidissima,121708744,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
1250792,Melanotaenia boesemani,121639439,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
109905,Chelmon rostratus,121626245,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
59861,Coregonus clupeaformis,121579683,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
241271,Cheilinus undulatus,121504579,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
494514,Vulpes lagopus,121499929,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
59729,Taeniopygia guttata,121468489,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
111838,Microtus oregoni,121456449,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
13397,Carcharodon carcharias,121272371,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
941984,Toxotes jaculatrix,121177057,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
130825,Ochotona curzoniae,121169772,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
1608482,Puma yagouaroundi,121015982,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8407,Rana temporaria,120933851,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
59534,Oryx dammah,120866037,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
69293,Gasterosteus aculeatus,120821893,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8245,Xiphias gladius,120797533,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
43689,Simochromis diagramma,120720179,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
143291,Pteropus giganteus,120589680,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8168,Perca fluviatilis,120573246,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
55291,Polypterus senegalus,120525038,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
90988,Pimephales promelas,120469826,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
260615,Mauremys reevesii,120381866,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
88082,Crotalus tigris,120305710,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
95912,Hyaena hyaena,120231386,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8040,Salvelinus namaycush,120057360,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9261,Tachyglossus aculeatus,119946776,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
27706,Micropterus salmoides,119911875,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
27794,Dermochelys coriacea,119849273,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
1047088,Arvicola amphibius,119813419,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
77115,Cyprinodon tularosa,119783414,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8839,Anas platyrhynchos,119714806,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
27675,Choloepus didactylus,119514044,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
72105,Sebastes umbrosus,119481680,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
50954,Talpa occidentalis,119230677,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
134920,Pungitius pungitius,119222594,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
161584,Syngnathus acus,119118178,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9417,Artibeus jamaicensis,119053542,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8177,Acanthopagrus latus,119027521,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
192404,Sturnira hondurensis,118974748,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
143292,Manis pentadactyla,118917744,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9771,Balaenoptera musculus,118886638,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9337,Trichosurus vulpecula,118856593,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
42526,Colossoma macropomum,118814925,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
118141,Megalops cyprinoides,118774290,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
59472,Pipistrellus kuhlii,118726809,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
51298,Myotis myotis,118672084,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
27622,Molossus molossus,118634552,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
38674,Onychomys torridus,118589738,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
9711,Halichoerus grypus,118526306,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
7936,Anguilla anguilla,118235846,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
195615,Hippoglossus stenolepis,118102319,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8524,Zootoca vivipara,118094938,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9715,Mirounga leonina,118000034,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
417921,Etheostoma cragini,117962210,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
1203425,Notolabrus celidotus,117807271,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8267,Hippoglossus hippoglossus,117752065,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8103,Cyclopterus lumpus,117747715,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
61156,Arvicanthis niloticus,117710574,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
8218,Gymnodraco acuticeps,117552767,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
390379,Thalassophryne amazonica,117504762,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
40690,Trematomus bernacchii,117488086,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
52239,Pseudochaenichthys georgianus,117463689,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
409849,Periophthalmus magnuspinnatus,117386528,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
260995,Geotrypetes seraphini,117350793,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
310571,Epinephelus lanceolatus,117246251,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
54180,Trachypithecus francoisi,117067758,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
59479,Rhinolophus ferrumequinum,117013763,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
91951,Catharus ustulatus,117009902,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
10117,Rattus rattus,116908890,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
76717,Lontra canadensis,116856570,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
106734,Chelonoidis abingdonii,116833193,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
42100,Phocoena sinus,116745739,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
54343,Etheostoma spectabile,116686339,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
9720,Phoca vitulina,116649291,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
36723,Mustela erminea,116578338,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9515,Sapajus apella,116553190,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
81572,Hylobates moloch,116459052,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
47969,Oreochromis aureus,116310388,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
35658,Mastomys coucha,116077116,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
283035,Sander lucioperca,116049038,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
87175,Camarhynchus parvulus,115916353,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
9731,Globicephala melas,115855875,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
29144,Chanos chanos,115828178,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
63155,Archocentrus centrarchus,115796797,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
1825980,Gopherus evgoodei,115644052,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
2489341,Strigops habroptila,115602932,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8175,Sparus aurata,115590323,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
61383,Lynx canadensis,115500807,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
375764,Sphaeramia orbicularis,115438783,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
181472,Salarias fasciatus,115385401,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
586833,Myripristis murdjan,115376784,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
223781,Aquila chrysaetos chrysaetos,115338264,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
37032,Suricata suricatta,115281719,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
8032,Salmo trutta,115154926,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
8023,Oncorhynchus nerka,115135425,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
173247,Echeneis naucrates,115058519,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
56716,Cottoperca gobio,115023713,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
40151,Monodon monoceros,114889285,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
158456,Betta splendens,114850503,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
299321,Denticeps clupeoides,114792607,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
10041,Peromyscus leucopus,114693171,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
27687,Erpetoichthys calabaricus,114648997,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
491861,Grammomys surdaster,114631686,0,live,Tp53,,,,,,,,,,,,,,,,,,,,,,
64176,Podarcis muralis,114608083,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
89673,Phyllostomus discolor,114515376,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
441366,Gouania willdenowi,114480502,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
210632,Parambassis ranga,114450790,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
34886,Eumetopias jubatus,114225325,0,live,TP53,,,,,,,,,,,,,,,,,,,,,,
32473,Xiphophorus couchianus,114157824,0,live,tp53,,,,,,,,,,,,,,,,,,,,,,
